,G,Date,Team,Home/Away,Opp,W/L,Team Score,Oponent Score,Team FG,Team FGA,Team FG%,Team 3P,Team 3PA,Team 3P%,Team FT,Team FTA,Team FT%,Team ORB,Team TRB,Team AST,Team STL,Team BLK,Team TOV,PF,Opponent FG,Opponent FGA,Opponent FG%,Opponent 3P,Opponent 3PA,Opponent 3P%,Opponent FT,Opponent FTA,Opponent FT%,Opponent ORB,Opponent TRB,Opponent AST,Opponent STL,Opponent BLK,Opponent TOV,Opponent PF,Home Indicator,Win Indicator,Team ORtg,Team DRtg,Team Pace,Team FTr,Team 3PAr,Team TS%,Team TRB%,Team AST%,Team STL%,Team BLK%,Team eFG%,Team TOV%,Team ORB%,Team FT/FGA,Opponent eFG%,Opponent TOV%,Opponent DRB%,Opponent FT/FGA
44,41,2018-01-18,PHI,Away,BOS,W,89,80,34,73,0.466,6,17,0.353,15,17,0.882,8,41,18,10,5,22,20,30,74,0.405,7,29,0.24100000000000002,13,17,0.765,3,31,13,7,5,19,20,0,1,94.5,84.9,94.2,0.233,0.233,0.5529999999999999,56.9,52.9,10.6,11.1,0.507,21.5,22.2,0.205,0.45299999999999996,18.9,91.7,0.17600000000000002
45,42,2018-01-20,PHI,Home,MIL,W,116,94,45,85,0.529,10,25,0.4,16,19,0.8420000000000001,11,45,32,9,4,16,18,33,82,0.402,10,32,0.313,18,22,0.818,8,35,20,10,3,17,20,1,1,119.6,96.9,97.0,0.22399999999999998,0.294,0.621,56.3,71.1,9.3,8.0,0.588,14.6,28.9,0.188,0.46299999999999997,15.6,81.0,0.22
46,43,2018-01-22,PHI,Away,MEM,L,101,105,32,71,0.451,14,31,0.452,23,31,0.742,16,48,21,2,4,23,28,33,78,0.423,10,26,0.385,29,35,0.8290000000000001,11,32,14,14,2,12,26,0,0,112.2,116.6,90.0,0.43700000000000006,0.43700000000000006,0.597,60.0,65.6,2.2,7.7,0.5489999999999999,21.4,43.2,0.324,0.48700000000000004,11.4,74.4,0.37200000000000005
47,44,2018-01-24,PHI,Home,CHI,W,115,101,42,81,0.519,16,32,0.5,15,20,0.75,6,48,31,6,7,14,20,36,94,0.38299999999999995,11,37,0.297,18,22,0.818,10,43,20,8,2,11,15,1,1,115.9,101.8,99.2,0.247,0.395,0.64,52.7,73.8,6.0,12.3,0.617,13.5,15.4,0.185,0.441,9.6,80.8,0.191
48,45,2018-01-26,PHI,Away,SAS,W,97,78,38,79,0.48100000000000004,9,21,0.429,12,18,0.667,12,50,23,5,4,9,20,30,75,0.4,3,24,0.125,15,18,0.833,5,36,20,6,5,9,14,0,1,115.1,92.5,84.3,0.228,0.266,0.5579999999999999,58.1,60.5,5.9,7.8,0.5379999999999999,9.4,27.9,0.152,0.42,9.8,88.4,0.2
49,46,2018-01-28,PHI,Away,OKC,L,112,122,38,76,0.5,11,29,0.379,25,31,0.8059999999999999,12,40,19,7,5,14,26,45,92,0.489,10,33,0.303,22,30,0.733,17,41,21,7,3,10,25,0,0,121.8,132.7,91.9,0.408,0.382,0.625,49.4,50.0,7.6,8.5,0.5720000000000001,13.5,33.3,0.32899999999999996,0.5429999999999999,8.7,62.2,0.239
50,47,2018-01-29,PHI,Away,MIL,L,95,107,36,82,0.439,2,26,0.077,21,23,0.9129999999999999,10,43,22,5,4,14,17,38,80,0.475,11,28,0.39299999999999996,20,22,0.909,8,42,26,6,8,9,19,0,0,103.8,116.9,91.5,0.28,0.317,0.516,50.6,61.1,5.5,7.7,0.451,13.2,22.7,0.256,0.544,9.1,80.5,0.25
51,48,2018-01-31,PHI,Away,BRK,L,108,116,36,76,0.474,7,18,0.389,29,34,0.853,6,33,17,7,5,8,21,39,77,0.506,13,32,0.406,25,28,0.893,9,39,19,3,9,11,26,0,0,120.3,129.2,89.8,0.447,0.237,0.594,45.8,47.2,7.8,11.1,0.52,8.1,16.7,0.382,0.591,11.0,75.0,0.325
52,49,2018-02-02,PHI,Home,MIA,W,103,97,42,85,0.494,8,24,0.33299999999999996,11,15,0.733,9,39,28,9,4,10,23,34,87,0.391,12,37,0.324,17,26,0.654,16,49,20,3,5,11,16,1,1,114.6,107.9,89.9,0.17600000000000002,0.282,0.562,44.3,66.7,10.0,8.0,0.541,9.8,21.4,0.129,0.46,10.1,65.2,0.195
53,50,2018-02-03,PHI,Away,IND,L,92,100,33,87,0.379,10,32,0.313,16,24,0.667,15,49,21,8,2,18,21,35,79,0.44299999999999995,9,27,0.33299999999999996,21,25,0.84,6,42,25,15,8,13,19,0,0,95.6,103.9,96.3,0.276,0.368,0.47200000000000003,53.8,63.6,8.3,3.8,0.43700000000000006,15.6,29.4,0.184,0.5,12.6,85.0,0.266
54,51,2018-02-06,PHI,Home,WAS,W,115,102,45,82,0.5489999999999999,14,28,0.5,11,14,0.7859999999999999,12,45,27,9,4,17,14,41,93,0.441,7,27,0.259,13,18,0.722,16,39,23,14,2,11,18,1,1,125.0,110.8,92.0,0.171,0.341,0.652,53.6,60.0,9.8,6.1,0.634,16.2,34.3,0.134,0.478,9.8,67.3,0.14
55,52,2018-02-09,PHI,Home,NOP,W,100,82,39,93,0.419,14,34,0.41200000000000003,8,9,0.889,8,58,26,10,4,15,16,33,95,0.34700000000000003,8,31,0.258,8,16,0.5,8,46,17,8,6,12,12,1,1,97.2,79.7,102.9,0.09699999999999999,0.366,0.516,55.8,66.7,9.7,6.3,0.495,13.4,17.4,0.086,0.389,10.5,86.2,0.084
56,53,2018-02-10,PHI,Home,LAC,W,112,98,43,90,0.478,13,33,0.39399999999999996,13,17,0.765,6,45,32,12,8,12,18,38,88,0.43200000000000005,8,32,0.25,14,23,0.609,11,53,20,7,5,16,16,1,1,109.8,96.1,102.0,0.18899999999999997,0.36700000000000005,0.574,45.9,74.4,11.8,14.3,0.55,11.0,12.5,0.14400000000000002,0.47700000000000004,14.0,78.0,0.159
57,54,2018-02-12,PHI,Home,NYK,W,108,92,41,74,0.5539999999999999,10,19,0.526,16,24,0.667,7,37,27,13,5,17,22,31,78,0.397,6,24,0.25,24,28,0.857,7,33,16,5,3,19,22,1,1,112.6,95.9,95.9,0.324,0.257,0.639,52.9,65.9,13.6,9.3,0.622,16.7,21.2,0.21600000000000003,0.436,17.4,81.1,0.308
0,1,2017-10-18,PHO,Home,POR,L,76,124,28,89,0.315,7,27,0.259,13,18,0.722,10,33,10,9,8,16,22,44,90,0.489,14,24,0.583,22,28,0.7859999999999999,15,57,22,8,7,16,20,1,0,77.0,125.6,98.7,0.20199999999999999,0.303,0.392,36.7,35.7,9.1,12.1,0.354,14.2,19.2,0.146,0.5670000000000001,13.5,60.5,0.244
1,2,2017-10-20,PHO,Home,LAL,L,130,132,45,92,0.489,14,29,0.483,26,38,0.684,10,50,17,8,9,19,25,48,93,0.516,12,26,0.462,24,33,0.727,5,42,22,8,3,18,31,1,0,110.9,112.7,117.2,0.413,0.315,0.598,54.3,37.8,6.8,13.4,0.565,14.9,21.3,0.28300000000000003,0.581,14.3,88.9,0.258
2,3,2017-10-21,PHO,Away,LAC,L,88,130,27,71,0.38,6,24,0.25,28,38,0.737,4,36,19,8,3,19,27,48,88,0.545,12,26,0.462,22,30,0.733,10,52,26,12,2,12,32,0,0,86.7,128.1,101.5,0.535,0.33799999999999997,0.502,40.9,70.4,7.9,4.8,0.423,17.8,8.7,0.39399999999999996,0.614,10.6,76.2,0.25
3,4,2017-10-23,PHO,Home,SAC,W,117,115,42,77,0.545,10,30,0.33299999999999996,23,27,0.852,6,45,20,6,5,20,25,43,99,0.434,9,22,0.409,20,29,0.69,13,37,19,13,2,9,25,1,1,114.2,112.2,102.5,0.35100000000000003,0.39,0.6579999999999999,54.9,47.6,5.9,6.5,0.61,18.4,20.0,0.299,0.48,7.5,75.0,0.20199999999999999
4,5,2017-10-25,PHO,Home,UTA,W,97,88,42,96,0.43799999999999994,6,19,0.316,7,9,0.778,16,55,18,8,5,16,25,32,77,0.41600000000000004,6,25,0.24,18,25,0.72,7,44,20,8,10,23,19,1,1,96.6,87.6,100.4,0.094,0.198,0.485,55.6,42.9,8.0,9.6,0.469,13.8,30.2,0.073,0.455,20.7,84.8,0.23399999999999999
5,6,2017-10-28,PHO,Away,POR,L,107,114,37,87,0.425,9,26,0.34600000000000003,24,30,0.8,12,46,21,12,7,17,23,40,91,0.44,11,26,0.423,23,28,0.821,12,53,27,8,7,14,26,0,0,104.0,110.8,102.9,0.345,0.299,0.534,46.5,56.8,11.7,10.8,0.47700000000000004,14.5,22.6,0.276,0.5,11.9,73.9,0.253
6,7,2017-10-31,PHO,Away,BRK,W,122,114,45,96,0.469,10,22,0.455,22,24,0.917,10,66,18,5,5,18,26,42,102,0.41200000000000003,9,31,0.29,21,30,0.7,7,44,15,9,4,7,22,0,1,108.0,100.9,112.9,0.25,0.22899999999999998,0.5720000000000001,60.0,40.0,4.4,7.0,0.521,14.5,21.3,0.22899999999999998,0.456,5.7,88.9,0.20600000000000002
7,8,2017-11-01,PHO,Away,WAS,W,122,116,41,83,0.494,9,24,0.375,31,38,0.816,11,45,23,5,5,9,24,41,92,0.446,10,30,0.33299999999999996,24,30,0.8,15,45,20,5,4,12,28,0,1,125.5,119.3,97.2,0.45799999999999996,0.289,0.612,50.0,56.1,5.1,8.1,0.5479999999999999,8.3,26.8,0.373,0.5,10.2,69.4,0.261
8,9,2017-11-03,PHO,Away,NYK,L,107,120,34,97,0.35100000000000003,9,32,0.281,30,37,0.8109999999999999,20,47,17,7,3,10,25,45,87,0.517,8,26,0.308,22,25,0.88,9,49,24,5,7,12,24,0,0,108.6,121.8,98.5,0.381,0.33,0.47200000000000003,49.0,50.0,7.1,4.9,0.397,8.1,33.3,0.309,0.563,10.9,75.0,0.253
9,10,2017-11-05,PHO,Away,SAS,L,95,112,37,81,0.457,8,23,0.348,13,22,0.591,11,45,23,5,4,18,16,44,88,0.5,11,22,0.5,13,18,0.722,8,43,21,9,4,9,19,0,0,99.1,116.8,95.9,0.272,0.284,0.524,51.1,62.2,5.2,6.1,0.506,16.6,23.9,0.16,0.563,8.6,81.0,0.14800000000000002
10,11,2017-11-06,PHO,Home,BRK,L,92,98,30,86,0.349,6,25,0.24,26,35,0.743,14,52,13,8,7,17,29,35,87,0.402,8,32,0.25,20,29,0.69,11,48,20,10,4,16,30,1,0,90.8,96.7,101.3,0.40700000000000003,0.29100000000000004,0.45399999999999996,52.0,43.3,7.9,12.7,0.384,14.4,27.5,0.302,0.44799999999999995,13.8,77.6,0.23
11,12,2017-11-08,PHO,Home,MIA,L,115,126,40,88,0.455,12,29,0.414,23,30,0.767,6,34,20,4,2,11,29,43,81,0.531,12,30,0.4,28,35,0.8,11,53,21,5,4,14,25,1,0,113.8,124.7,101.1,0.341,0.33,0.568,39.1,50.0,4.0,3.9,0.523,9.8,12.5,0.261,0.605,12.7,71.8,0.34600000000000003
12,13,2017-11-10,PHO,Home,ORL,L,112,128,44,94,0.46799999999999997,5,24,0.20800000000000002,19,25,0.76,12,40,13,8,5,15,29,43,82,0.524,13,28,0.46399999999999997,29,43,0.674,7,44,29,8,5,18,20,1,0,104.3,119.2,107.4,0.266,0.255,0.5329999999999999,47.6,29.5,7.5,9.3,0.495,12.5,24.5,0.20199999999999999,0.604,15.1,80.0,0.354
13,14,2017-11-11,PHO,Home,MIN,W,118,110,46,86,0.535,10,26,0.385,16,24,0.667,7,46,21,4,10,18,25,39,96,0.406,4,20,0.2,28,35,0.8,19,47,16,12,4,11,21,1,1,114.5,106.8,103.0,0.27899999999999997,0.302,0.611,49.5,45.7,3.9,13.2,0.593,15.7,20.0,0.18600000000000003,0.42700000000000005,9.0,67.2,0.292
14,15,2017-11-13,PHO,Home,LAL,L,93,100,37,95,0.389,7,26,0.26899999999999996,12,20,0.6,11,54,15,6,4,15,17,39,92,0.424,14,33,0.424,8,13,0.615,9,53,17,6,6,16,20,1,0,89.0,95.7,104.5,0.21100000000000002,0.27399999999999997,0.44799999999999995,50.5,40.5,5.7,6.8,0.426,12.6,20.0,0.126,0.5,14.1,82.7,0.087
15,16,2017-11-16,PHO,Home,HOU,L,116,142,47,104,0.452,10,30,0.33299999999999996,12,21,0.5710000000000001,16,47,28,9,5,14,22,43,90,0.478,21,44,0.47700000000000004,35,38,0.9209999999999999,12,51,27,9,9,14,20,1,0,108.5,132.8,106.9,0.20199999999999999,0.28800000000000003,0.512,48.0,59.6,8.4,10.9,0.5,11.0,29.1,0.115,0.594,11.6,72.1,0.389
16,17,2017-11-17,PHO,Away,LAL,W,122,113,48,103,0.466,13,32,0.406,13,19,0.684,9,44,28,10,5,13,22,45,91,0.495,7,25,0.28,16,24,0.667,9,49,26,7,10,19,20,0,1,109.8,101.7,111.2,0.184,0.311,0.5479999999999999,47.3,58.3,9.0,7.6,0.529,10.5,18.4,0.126,0.5329999999999999,15.8,79.5,0.17600000000000002
17,18,2017-11-19,PHO,Home,CHI,W,113,105,45,89,0.506,7,27,0.259,16,22,0.727,9,48,32,5,4,12,16,42,101,0.41600000000000004,12,36,0.33299999999999996,9,14,0.643,12,47,20,5,1,11,21,1,1,111.4,103.5,101.5,0.247,0.303,0.573,50.5,71.1,4.9,6.2,0.545,10.8,20.5,0.18,0.475,9.3,76.5,0.08900000000000001
18,19,2017-11-22,PHO,Home,MIL,L,107,113,37,93,0.39799999999999996,7,22,0.318,26,33,0.7879999999999999,22,60,15,7,9,29,26,42,97,0.433,8,29,0.276,21,31,0.677,13,42,19,16,6,14,30,1,0,98.3,103.8,98.6,0.355,0.237,0.498,58.8,40.5,6.4,13.2,0.435,21.2,43.1,0.28,0.474,11.2,74.5,0.21600000000000003
19,20,2017-11-24,PHO,Home,NOP,L,91,115,37,94,0.39399999999999996,2,20,0.1,15,18,0.833,15,48,12,9,6,16,18,45,91,0.495,9,27,0.33299999999999996,16,22,0.727,13,49,29,10,4,15,18,1,0,90.9,114.9,100.1,0.191,0.213,0.446,49.5,32.4,9.0,9.4,0.40399999999999997,13.6,29.4,0.16,0.544,13.0,71.7,0.17600000000000002
22,21,2017-11-26,PHO,Away,MIN,L,108,119,43,85,0.506,13,26,0.5,9,12,0.75,11,37,25,6,1,15,20,49,93,0.527,9,21,0.429,12,17,0.706,19,48,24,12,5,10,14,0,0,118.4,130.5,91.2,0.141,0.306,0.598,43.5,58.1,6.6,1.4,0.5820000000000001,14.2,27.5,0.106,0.575,9.1,57.8,0.129
23,22,2017-11-28,PHO,Away,CHI,W,104,99,38,87,0.43700000000000006,11,30,0.36700000000000005,17,23,0.7390000000000001,13,57,25,4,4,15,12,38,94,0.40399999999999997,16,40,0.4,7,10,0.7,9,41,27,11,7,9,20,0,1,107.8,102.7,96.4,0.264,0.345,0.535,58.2,65.8,4.1,7.4,0.5,13.4,28.9,0.195,0.489,8.4,83.0,0.07400000000000001
24,23,2017-11-29,PHO,Away,DET,L,107,131,39,84,0.46399999999999997,7,22,0.318,22,28,0.7859999999999999,8,37,21,11,4,19,19,51,89,0.573,13,28,0.46399999999999997,16,21,0.762,5,44,31,11,6,19,22,0,0,98.9,121.1,108.2,0.33299999999999996,0.262,0.555,45.7,53.8,10.2,6.6,0.506,16.5,17.0,0.262,0.6459999999999999,16.2,85.3,0.18
25,24,2017-12-02,PHO,Away,BOS,L,111,116,48,101,0.475,7,24,0.292,8,11,0.727,16,47,24,8,1,10,19,42,80,0.525,14,31,0.452,18,23,0.7829999999999999,4,31,32,8,6,9,16,0,0,118.2,123.5,93.9,0.109,0.23800000000000002,0.524,60.3,50.0,8.5,2.0,0.51,8.6,37.2,0.079,0.613,9.1,88.6,0.225
26,25,2017-12-04,PHO,Away,PHI,W,115,101,44,91,0.484,10,22,0.455,17,22,0.773,15,46,25,10,9,11,14,39,91,0.429,7,30,0.233,16,16,1.0,13,47,23,9,6,14,22,0,1,120.8,106.1,95.2,0.242,0.242,0.5710000000000001,49.5,56.8,10.5,14.8,0.5379999999999999,9.8,30.6,0.187,0.467,12.5,70.5,0.17600000000000002
27,26,2017-12-05,PHO,Away,TOR,L,113,126,37,75,0.493,9,24,0.375,30,38,0.789,0,35,23,7,4,17,24,44,92,0.478,15,36,0.41700000000000004,23,26,0.885,8,42,30,13,4,15,28,0,0,105.1,117.2,107.5,0.507,0.32,0.616,45.5,62.2,6.5,7.1,0.5529999999999999,15.6,0.0,0.4,0.56,12.7,81.4,0.25
28,27,2017-12-07,PHO,Home,WAS,L,99,109,36,78,0.462,7,23,0.304,20,28,0.7140000000000001,10,42,22,5,5,13,21,41,81,0.506,8,21,0.381,19,25,0.76,8,38,25,6,4,10,23,1,0,108.0,118.9,91.7,0.359,0.295,0.5479999999999999,52.5,61.1,5.5,8.3,0.506,12.6,25.0,0.256,0.556,9.8,80.0,0.235
29,28,2017-12-09,PHO,Home,SAS,L,101,104,35,80,0.43799999999999994,7,25,0.28,24,30,0.8,10,40,11,4,1,10,21,40,87,0.46,6,19,0.316,18,25,0.72,18,52,18,5,6,15,23,1,0,109.7,112.9,92.1,0.375,0.313,0.542,43.5,31.4,4.3,1.5,0.48100000000000004,9.7,22.7,0.3,0.494,13.3,62.5,0.207
30,29,2017-12-12,PHO,Away,SAC,L,92,99,37,90,0.41100000000000003,7,32,0.21899999999999997,11,14,0.7859999999999999,13,45,22,5,4,12,18,38,89,0.42700000000000005,7,22,0.318,16,22,0.727,11,45,21,9,3,9,18,0,0,99.6,107.2,92.4,0.156,0.35600000000000004,0.478,50.0,59.5,5.4,6.0,0.45,11.1,27.7,0.122,0.466,8.4,74.4,0.18
31,30,2017-12-13,PHO,Home,TOR,L,109,115,37,83,0.446,8,24,0.33299999999999996,27,34,0.794,10,41,20,3,9,11,24,40,92,0.435,9,26,0.34600000000000003,26,31,0.8390000000000001,8,45,16,7,3,6,25,1,0,111.2,117.3,98.1,0.41,0.289,0.556,47.7,54.1,3.1,13.6,0.494,10.1,21.3,0.325,0.484,5.4,79.5,0.28300000000000003
32,31,2017-12-16,PHO,Away,MIN,W,108,106,33,72,0.45799999999999996,11,24,0.45799999999999996,31,35,0.8859999999999999,13,52,22,4,3,23,21,40,95,0.42100000000000004,9,27,0.33299999999999996,17,24,0.708,10,31,21,14,8,6,19,0,1,112.7,110.6,95.8,0.486,0.33299999999999996,0.618,62.7,66.7,4.2,4.4,0.535,20.8,38.2,0.431,0.46799999999999997,5.4,79.6,0.179
33,32,2017-12-18,PHO,Away,DAL,W,97,91,35,79,0.44299999999999995,10,25,0.4,17,22,0.773,7,49,17,9,6,18,25,32,88,0.364,11,37,0.297,16,17,0.941,8,42,21,10,5,15,18,0,1,98.0,91.9,99.0,0.278,0.316,0.547,53.8,48.6,9.1,11.8,0.506,16.9,17.1,0.215,0.426,13.6,84.0,0.182
34,33,2017-12-20,PHO,Away,LAC,L,95,108,35,97,0.361,8,35,0.22899999999999998,17,19,0.895,14,50,22,3,3,10,25,41,87,0.47100000000000003,10,30,0.33299999999999996,16,24,0.667,9,50,22,1,4,9,19,0,0,98.2,111.6,96.7,0.196,0.361,0.451,50.0,62.9,3.1,5.3,0.402,8.7,25.5,0.175,0.529,8.4,80.0,0.184
35,34,2017-12-21,PHO,Home,MEM,W,97,95,33,81,0.40700000000000003,10,26,0.385,21,27,0.778,12,44,21,4,1,10,17,39,90,0.433,5,26,0.192,12,16,0.75,15,50,15,5,7,9,22,1,1,109.8,107.5,88.3,0.33299999999999996,0.321,0.522,46.8,63.6,4.5,1.6,0.469,9.7,25.5,0.259,0.461,8.5,68.1,0.133
36,35,2017-12-23,PHO,Home,MIN,L,106,115,40,86,0.465,11,32,0.344,15,24,0.625,9,36,24,5,4,13,22,42,84,0.5,6,16,0.375,25,29,0.862,13,47,18,6,6,14,21,1,0,109.7,119.0,96.6,0.27899999999999997,0.37200000000000005,0.5489999999999999,43.4,60.0,5.2,5.9,0.529,11.9,20.9,0.174,0.536,12.6,67.5,0.298
37,36,2017-12-26,PHO,Home,MEM,W,99,97,32,72,0.444,8,22,0.364,27,35,0.7709999999999999,6,41,24,5,5,19,29,35,87,0.402,3,20,0.15,24,29,0.828,10,38,12,10,11,10,28,1,1,102.2,100.2,96.8,0.486,0.306,0.5660000000000001,51.9,75.0,5.2,7.5,0.5,17.9,17.6,0.375,0.42,9.1,77.8,0.276
38,37,2017-12-29,PHO,Away,SAC,W,111,101,41,85,0.48200000000000004,13,30,0.433,16,24,0.667,16,47,26,5,5,10,19,37,80,0.46299999999999997,8,23,0.348,19,23,0.826,8,37,23,6,2,9,23,0,1,125.7,114.4,88.3,0.282,0.353,0.581,56.0,63.4,5.7,8.8,0.5589999999999999,9.5,35.6,0.188,0.513,9.1,79.5,0.23800000000000002
39,38,2017-12-31,PHO,Home,PHI,L,110,123,37,88,0.42,10,27,0.37,26,34,0.765,12,35,18,9,4,16,29,43,77,0.5579999999999999,10,24,0.41700000000000004,27,34,0.794,11,44,24,11,7,21,32,1,0,108.4,121.3,101.4,0.386,0.307,0.534,44.3,48.6,8.9,7.5,0.47700000000000004,13.4,26.7,0.295,0.623,18.6,67.6,0.35100000000000003
40,39,2018-01-02,PHO,Home,ATL,W,104,103,39,77,0.506,7,22,0.318,19,27,0.7040000000000001,11,47,24,7,4,21,22,36,87,0.414,10,31,0.32299999999999995,21,25,0.84,17,40,18,11,3,16,22,1,1,108.8,107.8,95.6,0.35100000000000003,0.28600000000000003,0.585,54.0,61.5,7.3,7.1,0.552,19.1,32.4,0.247,0.47100000000000003,14.0,67.9,0.24100000000000002
41,40,2018-01-03,PHO,Away,DEN,L,111,134,39,92,0.424,13,35,0.371,20,28,0.7140000000000001,14,35,26,12,1,12,18,51,82,0.622,12,27,0.444,20,22,0.909,8,48,35,8,9,20,16,0,0,109.8,132.6,101.1,0.304,0.38,0.532,42.2,66.7,11.9,1.8,0.495,10.3,25.9,0.217,0.695,17.9,72.4,0.244
44,41,2018-01-05,PHO,Away,SAS,L,89,103,35,83,0.42200000000000004,7,30,0.233,12,18,0.667,9,46,22,11,2,23,23,41,87,0.47100000000000003,11,30,0.36700000000000005,10,18,0.556,7,44,21,15,6,15,16,0,0,87.0,100.7,102.3,0.217,0.361,0.489,51.1,62.9,10.8,3.5,0.46399999999999997,20.2,19.6,0.145,0.534,13.6,84.1,0.115
45,42,2018-01-07,PHO,Home,OKC,W,114,100,39,88,0.44299999999999995,17,39,0.436,19,23,0.826,12,43,24,6,6,7,19,40,86,0.465,8,27,0.29600000000000004,12,21,0.5710000000000001,8,42,23,7,7,11,17,1,1,122.7,107.6,92.9,0.261,0.44299999999999995,0.581,50.6,61.5,6.5,10.2,0.54,6.7,26.1,0.21600000000000003,0.512,10.4,79.5,0.14
46,43,2018-01-12,PHO,Home,HOU,L,95,112,37,80,0.46299999999999997,14,33,0.424,7,9,0.778,4,38,27,5,3,19,19,39,94,0.415,15,47,0.319,19,22,0.8640000000000001,14,53,18,11,4,11,14,1,0,97.5,114.9,97.5,0.113,0.413,0.5660000000000001,41.8,73.0,5.1,6.4,0.55,18.5,9.3,0.08800000000000001,0.495,9.6,70.8,0.20199999999999999
47,44,2018-01-14,PHO,Home,IND,L,97,120,35,85,0.41200000000000003,9,37,0.243,18,24,0.75,14,45,20,2,1,12,16,48,88,0.545,11,23,0.478,13,14,0.929,8,42,20,9,1,6,22,1,0,106.7,132.0,90.9,0.282,0.435,0.508,51.7,57.1,2.2,1.5,0.465,11.2,29.2,0.212,0.608,6.0,79.5,0.14800000000000002
48,45,2018-01-16,PHO,Away,POR,L,111,118,37,89,0.41600000000000004,16,41,0.39,21,22,0.955,12,43,21,6,3,13,15,46,91,0.505,17,35,0.486,9,10,0.9,9,43,21,7,6,9,16,0,0,117.2,124.6,94.7,0.247,0.461,0.562,50.0,56.8,6.3,5.4,0.506,11.6,26.1,0.23600000000000002,0.599,8.6,77.5,0.099
49,46,2018-01-19,PHO,Away,DEN,W,108,100,40,81,0.494,14,33,0.424,14,20,0.7,4,37,28,9,6,11,21,35,78,0.449,14,36,0.389,16,21,0.762,7,42,23,7,5,16,20,0,1,113.8,105.3,94.9,0.247,0.40700000000000003,0.601,46.8,70.0,9.5,14.3,0.58,10.9,10.3,0.17300000000000001,0.5379999999999999,15.5,82.5,0.205
50,47,2018-01-22,PHO,Away,MIL,L,105,109,39,79,0.494,9,26,0.34600000000000003,18,20,0.9,9,34,31,12,2,21,26,38,71,0.535,5,17,0.294,28,37,0.757,8,32,20,14,5,17,22,0,0,110.2,114.4,95.3,0.253,0.32899999999999996,0.598,51.5,79.5,12.6,3.7,0.551,19.3,27.3,0.228,0.57,16.3,75.8,0.39399999999999996
51,48,2018-01-24,PHO,Away,IND,L,101,116,35,84,0.41700000000000004,9,35,0.257,22,29,0.759,10,42,22,3,2,16,26,45,80,0.563,9,24,0.375,17,25,0.68,3,39,32,11,3,12,24,0,0,101.5,116.6,99.5,0.345,0.41700000000000004,0.522,51.9,62.9,3.0,3.6,0.47,14.2,21.7,0.262,0.619,11.7,91.4,0.213
52,49,2018-01-26,PHO,Home,NYK,L,85,107,33,94,0.35100000000000003,11,33,0.33299999999999996,8,13,0.615,12,42,15,6,3,14,24,41,85,0.48200000000000004,9,25,0.36,16,22,0.727,10,49,25,7,10,16,20,1,0,86.8,109.3,97.9,0.138,0.35100000000000003,0.426,46.2,45.5,6.1,5.0,0.41,12.3,23.5,0.085,0.535,14.5,75.0,0.188
53,50,2018-01-28,PHO,Away,HOU,L,101,113,36,85,0.424,8,33,0.242,21,25,0.84,7,43,17,7,2,12,29,32,72,0.444,11,37,0.297,38,49,0.7759999999999999,5,43,17,8,2,12,21,0,0,102.4,114.6,98.6,0.294,0.38799999999999996,0.526,50.0,47.2,7.1,5.7,0.47100000000000003,11.1,15.6,0.247,0.521,11.4,87.8,0.528
54,51,2018-01-29,PHO,Away,MEM,L,109,120,38,82,0.46299999999999997,7,23,0.304,26,36,0.722,15,37,20,11,2,19,20,47,83,0.5660000000000001,11,22,0.5,15,18,0.833,12,38,29,7,9,20,27,0,0,111.9,123.2,97.4,0.439,0.28,0.557,49.3,52.6,11.3,3.3,0.506,16.3,36.6,0.317,0.633,18.0,64.7,0.18100000000000002
55,52,2018-01-31,PHO,Home,DAL,W,102,88,40,83,0.48200000000000004,11,30,0.36700000000000005,11,15,0.733,8,47,23,9,3,17,29,32,88,0.364,10,36,0.278,14,26,0.5379999999999999,15,49,18,11,4,12,18,1,1,106.8,92.2,95.5,0.18100000000000002,0.361,0.569,49.0,57.5,9.4,5.8,0.5479999999999999,15.9,19.0,0.133,0.42,10.8,72.2,0.159
56,53,2018-02-02,PHO,Home,UTA,L,97,129,36,87,0.414,9,33,0.273,16,19,0.8420000000000001,6,32,19,7,5,12,25,51,90,0.5670000000000001,15,29,0.517,12,17,0.706,9,51,30,7,6,11,21,1,0,98.6,131.1,98.4,0.218,0.379,0.509,38.6,52.8,7.1,8.2,0.466,11.2,12.5,0.184,0.65,10.1,74.3,0.133
57,54,2018-02-04,PHO,Home,CHO,L,110,115,41,77,0.532,15,29,0.517,13,13,1.0,2,39,24,4,4,19,25,40,96,0.41700000000000004,10,38,0.263,25,29,0.862,13,43,24,12,6,8,17,1,0,110.7,115.7,99.4,0.16899999999999998,0.377,0.665,47.6,58.5,4.0,6.9,0.63,18.7,6.3,0.16899999999999998,0.469,6.9,74.0,0.26
58,55,2018-02-06,PHO,Away,LAL,L,93,112,36,94,0.38299999999999995,8,29,0.276,13,23,0.565,16,48,24,4,4,11,18,39,83,0.47,11,26,0.423,23,26,0.885,12,56,19,7,7,14,21,0,0,96.8,116.5,96.1,0.245,0.309,0.447,46.2,66.7,4.2,7.0,0.426,9.6,26.7,0.138,0.536,12.9,72.7,0.27699999999999997
